hidden_dim=768 feature=76 selected_neurons_count=157 selected_neurons=[(588, 11.049962997436523), (61, 2.0860917568206787), (551, 2.0800325870513916), (573, 1.6738027334213257), (731, 1.5520731210708618), (219, 1.5211859941482544), (11, 1.3581912517547607), (156, 1.2531490325927734), (3, 1.2368532419204712), (124, 1.2064725160598755)]
hidden_dim=768 feature=77 selected_neurons_count=44 selected_neurons=[(588, 10.109100341796875), (551, 3.9167048931121826), (61, 2.812570095062256), (82, 1.5667651891708374), (731, 1.4480174779891968), (496, 1.3293548822402954), (112, 1.2249972820281982), (219, 1.110031247138977), (231, 0.9522486329078674), (611, 0.9427887201309204)]
hidden_dim=768 feature=78 selected_neurons_count=70 selected_neurons=[(551, 6.342451572418213), (588, 5.978307723999023), (61, 1.90888249874115), (330, 1.6204538345336914), (570, 1.502805471420288), (611, 1.4346840381622314), (664, 1.3239253759384155), (38, 1.0116468667984009), (245, 0.9646173715591431), (193, 0.942697286605835)]
hidden_dim=768 feature=79 selected_neurons_count=233 selected_neurons=[(588, 11.414484977722168), (573, 1.786022424697876), (551, 1.6804304122924805), (11, 1.6658269166946411), (3, 1.615300178527832), (79, 1.5459206104278564), (156, 1.5054396390914917), (124, 1.490357756614685), (219, 1.4779493808746338), (261, 1.4398691654205322)]
hidden_dim=768 feature=80 selected_neurons_count=172 selected_neurons=[(551, 4.717157363891602), (570, 2.912821054458618), (611, 2.515545129776001), (38, 2.5082383155822754), (664, 2.4941861629486084), (656, 1.9929907321929932), (224, 1.7368054389953613), (245, 1.647396445274353), (122, 1.4724161624908447), (330, 1.3418751955032349)]
hidden_dim=768 feature=81 selected_neurons_count=233 selected_neurons=[(588, 6.918796062469482), (61, 3.1244115829467773), (551, 2.734349489212036), (361, 2.377462863922119), (751, 2.3283684253692627), (259, 2.208953619003296), (764, 2.1581006050109863), (214, 1.9041558504104614), (4, 1.8934112787246704), (249, 1.7761540412902832)]
hidden_dim=768 feature=82 selected_neurons_count=108 selected_neurons=[(588, 10.426579475402832), (551, 6.53135347366333), (570, 1.871244192123413), (331, 1.6003777980804443), (254, 1.3597867488861084), (733, 1.240575909614563), (157, 1.1754697561264038), (749, 1.1710656881332397), (47, 1.1697142124176025), (330, 1.1661440134048462)]
hidden_dim=768 feature=83 selected_neurons_count=88 selected_neurons=[(588, 8.662033081054688), (551, 4.221691608428955), (61, 2.196676731109619), (82, 1.576967716217041), (611, 1.5311288833618164), (519, 1.303881287574768), (624, 1.2414463758468628), (119, 1.1994467973709106), (259, 1.1742370128631592), (764, 1.1210300922393799)]
hidden_dim=768 feature=84 selected_neurons_count=154 selected_neurons=[(551, 2.9251630306243896), (97, 2.3914244174957275), (245, 2.3383450508117676), (611, 2.233518362045288), (656, 1.8290587663650513), (397, 1.8262089490890503), (333, 1.751382827758789), (38, 1.7063274383544922), (424, 1.634756088256836), (159, 1.632137656211853)]
hidden_dim=768 feature=85 selected_neurons_count=118 selected_neurons=[(588, 10.22218132019043), (551, 7.497797966003418), (570, 2.0171895027160645), (330, 1.670234203338623), (47, 1.5496842861175537), (112, 1.4676247835159302), (624, 1.3990424871444702), (217, 1.395938515663147), (331, 1.3373454809188843), (157, 1.2968502044677734)]
